MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
10.8,18.6,17.2,2.8,4.8,41,22,24,92,58,1021.5,1019.7,7,3,11.3,18.4,1,1
9.5,14.7,14.2,5.0,0.4,41,19,11,91,93,1023.6,1020.8,7,6,10.4,14.3,1,1
12.1,16.9,0.8,4.8,0.1,41,11,7,89,84,1011.7,1006.3,7,7,14.1,16.8,0,1
13.4,17.3,9.0,2.2,0.0,41,17,50,96,94,1004.8,1004.9,8,8,13.5,15.6,1,1
13.5,18.7,33.6,5.8,3.3,41,15,11,82,62,1018.0,1017.6,6,7,15.9,18.3,1,1
11.7,19.9,1.6,1.4,4.6,41,15,7,92,53,1021.0,1017.1,7,5,12.9,19.8,1,1
12.9,17.1,3.0,2.8,0.0,41,11,4,88,87,1009.5,1004.7,7,8,15.8,16.2,1,1
11.8,19.1,3.0,1.4,2.2,41,15,2,78,56,1003.2,1002.4,4,6,13.0,18.7,1,1
12.6,20.0,12.8,1.6,3.9,41,22,28,87,68,1008.3,1010.2,7,7,16.5,19.1,1,1
11.2,20.1,0.0,3.0,7.0,41,19,13,81,63,1020.9,1019.6,6,5,12.7,19.0,0,1
12.7,18.6,6.0,2.4,0.8,41,19,24,91,90,1023.0,1020.0,7,7,15.2,17.1,1,1
15.2,17.7,26.4,3.4,0.0,41,26,30,85,94,1018.7,1015.5,7,8,17.3,16.4,1,1
9.5,18.5,0.4,2.2,6.5,41,28,22,64,70,1014.7,1015.8,1,7,11.3,15.2,0,1
9.5,20.2,0.0,3.0,9.8,41,19,7,71,40,1025.0,1023.8,5,4,11.3,20.0,0,1
10.1,16.0,8.2,3.4,4.2,41,15,17,95,80,1032.8,1032.5,7,4,11.5,15.7,1,1
12.6,15.6,4.0,2.2,0.2,41,17,6,83,90,1036.7,1034.1,7,7,14.4,14.6,1,1
8.8,13.5,0.0,3.4,0.1,41,20,11,76,83,1027.2,1024.1,7,8,9.7,13.1,0,1
9.7,17.2,4.2,0.4,3.5,41,7,17,95,67,1016.7,1015.1,6,7,10.8,15.1,1,1
9.6,16.0,2.6,1.4,2.9,41,22,20,83,70,1023.9,1022.5,7,6,10.3,15.3,1,1
9.7,15.6,32.0,0.0,3.8,41,19,9,96,83,1029.6,1027.9,6,7,10.7,13.9,1,1
8.0,16.5,0.0,1.0,8.5,41,19,19,71,53,1022.4,1021.4,1,3,10.2,14.9,0,1
8.0,18.2,0.2,2.0,5.8,41,20,20,75,62,1032.6,1030.3,2,7,9.8,16.4,0,1
10.2,16.9,0.0,1.0,6.2,41,11,15,83,64,1029.9,1027.7,3,5,12.5,15.5,0,1
9.2,17.0,16.0,3.8,3.2,41,15,7,90,69,1034.0,1032.6,6,7,11.9,15.5,1,1
9.3,16.9,2.4,1.6,3.2,41,13,9,86,49,1035.7,1032.5,6,7,11.2,16.6,1,1
11.2,15.2,2.6,1.6,0.8,41,4,11,96,90,1029.8,1024.8,8,8,12.3,14.4,1,1
11.4,16.2,24.2,1.4,0.6,41,6,9,93,77,1019.1,1016.0,6,7,12.8,15.8,1,1
12.0,21.1,3.4,3.8,5.8,41,22,9,97,62,1016.9,1013.6,4,7,12.8,21.0,1,1
9.1,15.7,0.4,4.0,7.3,41,24,28,49,36,1015.8,1011.6,5,5,11.2,15.1,0,1
7.2,17.1,0.0,2.6,8.9,41,15,20,83,58,1023.5,1020.9,2,1,9.3,17.0,0,1
9.3,16.4,2.8,2.4,0.0,41,2,13,93,90,1019.2,1013.8,8,8,12.2,16.2,1,1
6.5,19.9,0.0,4.2,6.6,41,13,19,69,53,1020.5,1012.0,3,5,9.3,17.7,0,1
16.6,18.1,0.8,3.8,0.0,41,15,19,77,74,1016.3,1014.4,8,7,17.8,17.8,0,1
13.7,17.6,3.2,1.8,0.0,41,15,19,80,64,1025.8,1023.6,8,7,15.2,16.5,1,1
9.7,18.4,0.0,4.0,2.4,41,2,6,77,56,1017.5,1010.6,6,8,13.0,18.0,0,1
13.9,18.1,0.0,5.4,1.7,41,28,28,70,87,1016.4,1011.4,6,8,17.6,15.7,0,1
11.6,23.7,0.0,3.0,8.2,41,15,24,82,66,1023.0,1022.3,0,5,15.3,20.4,0,1
12.7,19.6,0.0,2.6,0.0,41,13,20,70,82,1029.8,1027.7,5,4,18.3,16.5,0,1
15.0,19.7,14.2,1.0,1.2,41,19,24,93,77,1030.0,1027.4,5,4,15.3,18.9,1,1
15.3,20.6,12.0,4.0,2.3,41,7,24,83,72,1026.2,1022.8,5,4,17.9,19.9,1,1
15.8,27.2,0.0,8.0,6.9,52,7,4,59,82,1016.6,1015.1,5,4,21.4,19.3,0,1
14.1,15.7,30.6,7.4,0.0,48,22,20,92,75,1021.1,1020.6,5,4,14.1,15.7,1,1
14.8,23.8,0.0,6.8,9.6,54,13,26,76,69,1016.0,1014.7,2,7,20.2,20.6,0,1
19.3,24.7,0.0,7.2,5.5,50,19,28,81,64,1012.0,1010.6,5,4,20.7,24.2,0,1
18.1,20.4,5.2,6.6,0.1,48,22,28,78,77,1014.7,1012.1,8,8,18.7,18.6,1,1
14.4,18.1,0.4,5.4,2.8,48,15,20,83,68,1022.3,1020.5,7,7,14.8,17.6,0,1
13.4,19.2,8.4,8.4,2.7,46,17,30,67,53,1023.9,1022.1,7,7,15.2,17.8,1,1
13.6,18.8,26.0,4.8,2.5,37,7,15,93,81,1023.8,1021.9,5,4,14.1,16.7,1,1
16.1,26.3,0.0,5.8,7.9,74,7,28,64,52,1017.2,1015.1,3,7,23.3,23.8,0,1
18.2,24.5,0.0,3.2,6.0,52,6,30,87,72,1021.8,1017.1,5,7,20.9,23.5,0,1
22.3,23.9,0.0,10.4,0.0,30,9,7,70,95,1012.8,1012.6,5,4,23.9,19.4,0,1
19.0,23.5,0.0,10.8,0.0,44,9,13,73,64,1010.9,1010.2,5,4,21.7,23.0,0,1
16.8,21.5,5.8,3.4,0.0,56,30,28,85,77,1013.6,1012.9,5,4,18.0,20.8,1,1
16.4,21.6,5.6,1.8,0.9,44,11,17,94,91,1016.4,1014.5,8,8,17.3,20.2,1,1
17.2,20.1,27.6,3.4,0.0,43,30,19,94,89,1016.4,1015.3,8,8,18.9,19.9,1,1
19.6,22.7,0.0,7.4,1.6,31,6,19,84,80,1013.0,1010.2,5,4,20.9,22.0,0,1
21.7,26.4,0.0,7.6,3.9,52,4,6,72,91,1003.8,1006.0,5,8,24.7,20.6,0,1
18.5,27.3,0.0,5.0,5.0,65,15,33,69,44,1003.5,995.6,5,4,19.8,26.4,0,1
20.8,31.3,0.8,8.0,3.5,76,20,15,88,56,1006.3,1001.4,5,4,21.1,28.7,0,1
18.4,19.9,17.0,11.8,0.3,57,15,28,88,78,1005.5,1005.8,5,4,18.5,18.9,1,1
20.7,28.0,0.0,10.6,8.6,52,9,26,72,62,1011.9,1010.8,5,4,24.7,26.6,0,1
18.9,21.3,5.6,7.2,0.1,50,17,20,81,84,1014.5,1013.9,5,4,19.9,19.2,1,1
19.5,26.8,0.0,5.2,12.3,41,20,17,72,57,1010.8,1011.1,5,4,22.6,24.9,0,1
19.9,26.5,7.6,6.4,4.8,33,9,17,88,67,1013.6,1013.0,5,4,22.1,26.5,1,1
21.3,26.7,6.6,5.2,10.3,31,11,20,68,62,1013.8,1012.1,5,4,24.3,26.4,1,1
22.0,27.0,9.4,4.6,7.5,44,22,20,82,67,1014.4,1014.3,5,4,24.0,26.6,1,1
21.8,25.2,0.4,6.6,0.8,44,20,20,71,79,1014.5,1012.1,5,4,24.3,24.3,0,1
20.0,26.1,0.0,8.0,7.3,31,13,20,68,57,1007.5,1007.3,5,4,22.4,24.8,0,1
21.5,27.3,0.2,5.8,12.3,39,20,24,62,55,1013.5,1013.4,5,4,24.8,26.3,0,1
21.0,29.2,0.2,5.0,8.0,39,7,13,63,60,1016.0,1011.4,5,4,25.3,28.3,0,1
22.7,23.1,1.4,8.6,0.0,52,30,26,87,76,1014.7,1016.4,5,4,22.7,22.2,1,1
18.3,25.0,0.0,6.6,3.0,31,9,20,84,54,1023.7,1022.0,5,4,20.7,24.0,0,1
19.1,21.7,0.4,9.0,3.2,50,22,26,57,78,1021.6,1022.6,5,4,20.4,19.2,0,1
19.3,28.3,0.0,3.2,7.7,33,11,20,77,65,1017.2,1016.8,5,4,22.3,25.3,0,1
20.0,25.2,0.0,5.4,0.9,39,19,20,81,67,1015.2,1014.0,5,4,21.1,24.8,0,1
19.4,24.0,10.4,5.2,0.9,46,24,24,86,84,1014.1,1011.8,5,4,21.2,22.9,1,1
18.8,23.5,99.4,4.8,3.3,59,22,39,92,81,1012.4,1010.1,5,4,19.4,22.2,1,1
19.4,24.8,20.8,5.2,2.6,57,26,19,95,82,1006.6,1003.3,5,4,21.4,24.0,1,1
17.7,20.6,0.0,5.2,0.4,56,28,20,71,77,1019.2,1020.1,5,4,18.4,18.6,0,1
16.1,20.5,5.0,5.4,2.5,41,17,19,89,87,1024.6,1024.5,5,4,16.6,18.4,1,1
15.9,24.2,5.8,1.6,3.2,33,15,15,91,59,1026.7,1025.5,5,4,17.1,23.5,1,1
17.8,27.7,0.0,6.6,9.2,41,13,17,78,61,1019.9,1016.1,5,4,20.5,26.0,0,1
20.1,21.3,1.8,5.2,0.5,43,22,20,78,68,1022.7,1022.9,5,4,20.3,20.9,1,1
10.5,17.7,0.0,3.8,6.9,41,22,31,63,63,1014.5,1013.7,5,4,14.5,16.9,0,1
8.5,20.8,0.0,2.8,9.3,28,19,9,74,58,1032.6,1029.6,5,4,11.6,19.4,0,1
12.1,18.8,0.0,6.6,3.9,39,7,19,57,75,1005.1,1005.0,5,4,14.6,15.5,0,1
11.1,14.2,12.0,1.4,1.8,69,33,31,72,69,1011.1,1011.1,5,4,12.3,13.9,1,1
10.2,17.0,0.0,0.6,0.0,31,20,17,82,77,1025.1,1021.9,5,4,11.2,16.7,0,1
11.2,17.9,36.0,4.4,0.0,94,30,17,89,91,1020.5,1018.4,5,4,15.4,14.0,1,1
13.9,19.9,65.2,4.8,0.7,70,39,31,81,62,1019.5,1019.3,5,4,17.9,19.6,1,1
16.1,21.0,4.6,4.6,0.7,54,22,37,65,63,1025.3,1025.0,5,4,18.7,18.7,1,1
11.1,18.7,0.0,2.8,2.5,26,13,6,73,62,1015.4,1013.7,5,4,13.3,18.3,0,1
8.9,15.7,0.0,4.8,4.6,56,19,31,58,60,1016.0,1017.0,5,4,11.6,14.2,0,1
9.9,15.7,7.8,0.2,6.1,54,20,26,86,80,1024.4,1024.6,5,4,12.6,13.8,1,1
11.6,15.7,18.2,4.8,0.3,57,28,35,89,67,1025.5,1022.9,5,4,13.6,15.3,1,1
12.8,16.7,23.4,2.4,0.0,50,17,20,92,62,1023.9,1021.1,5,4,13.7,16.3,1,1
13.7,17.8,10.4,3.4,0.3,67,22,35,81,78,1021.2,1019.9,5,4,15.7,15.4,1,1
14.1,18.4,13.8,6.0,0.2,69,37,28,85,63,1023.3,1021.4,5,4,15.3,17.4,1,1
14.0,17.1,4.2,3.6,1.3,54,31,22,71,68,1021.2,1016.8,5,4,15.9,16.3,1,1
9.0,16.6,0.0,2.6,0.7,43,20,13,86,62,1034.2,1032.6,5,4,10.7,16.3,0,1
10.8,16.6,0.4,2.6,1.9,33,19,20,91,67,1031.6,1028.1,5,4,12.3,16.2,0,1
5.6,13.2,0.8,2.0,0.6,39,26,13,64,84,1034.7,1032.4,5,4,7.5,12.7,0,1
7.5,16.3,9.0,1.4,4.4,26,13,17,94,62,1031.7,1027.7,5,4,10.4,14.8,1,1
10.4,16.1,2.2,1.4,0.7,17,11,2,95,86,1025.2,1021.5,5,4,11.9,14.5,1,1
7.4,14.7,0.6,3.2,5.1,56,22,26,63,72,1014.6,1011.6,5,4,8.7,10.3,0,1
8.7,18.5,76.8,4.8,1.6,70,24,24,91,83,1012.7,1013.5,5,4,14.3,15.0,1,1
11.1,13.3,39.2,6.4,0.0,56,22,30,94,92,1016.6,1014.3,5,4,12.0,11.4,1,1
11.3,13.9,88.2,4.8,0.0,46,19,19,88,95,1018.3,1018.0,5,4,13.1,11.5,1,1
8.7,15.6,57.4,5.6,2.7,41,22,22,89,67,1020.4,1019.1,5,4,9.1,14.5,1,1
13.7,19.5,0.6,5.0,4.3,35,9,17,84,77,1017.1,1012.6,5,4,14.2,16.7,0,1
7.3,18.5,0.0,4.8,6.7,33,15,13,58,47,1008.5,1008.2,5,4,11.5,16.9,0,1
10.3,17.3,13.0,6.2,2.7,41,22,15,74,83,1018.0,1018.7,5,4,14.8,14.2,1,1
10.2,16.9,0.0,2.0,1.1,52,17,17,91,80,1018.4,1014.1,5,4,12.4,15.2,0,1
8.6,17.4,0.8,4.2,0.7,78,28,39,85,74,1014.2,1015.8,5,4,9.1,16.2,0,1
8.9,19.5,20.2,3.8,9.7,56,24,26,57,47,1028.8,1028.6,5,4,16.3,18.7,1,1
14.7,26.8,0.0,3.2,10.3,56,20,15,44,28,1019.6,1014.3,5,4,20.5,26.6,0,1
12.6,18.3,0.0,5.8,0.9,24,2,17,67,60,1020.9,1017.6,5,4,15.6,17.1,0,1
12.2,14.8,4.4,1.6,1.1,46,15,13,82,67,1009.0,1006.1,5,4,12.2,14.1,1,1
14.3,17.7,0.2,8.2,0.4,39,15,19,65,76,1021.4,1017.8,5,4,16.5,16.3,0,1
13.1,17.3,23.8,6.8,0.0,61,31,20,90,92,1018.6,1020.3,5,4,14.2,13.2,1,1
13.4,18.0,0.0,7.2,0.2,31,9,11,59,84,1015.7,1010.6,5,4,17.3,15.8,0,1
10.8,20.0,0.2,6.6,5.2,48,2,17,49,46,1006.5,1005.0,5,4,15.8,18.3,0,1
11.4,17.1,9.8,6.4,0.2,67,30,31,88,63,1012.8,1016.7,5,4,13.1,15.2,1,1
13.3,19.0,0.0,3.0,0.9,22,7,15,67,62,1016.5,1013.5,5,4,15.4,17.9,0,1
14.4,21.0,2.2,2.2,6.3,24,9,19,88,64,1013.6,1010.2,5,4,15.7,20.0,1,1
16.6,19.4,0.0,4.6,0.0,35,20,22,65,70,1020.8,1017.4,5,4,17.4,17.8,0,1
17.1,23.3,0.2,3.4,11.6,37,15,24,62,51,1014.1,1014.8,5,4,20.4,21.9,0,1
18.7,19.5,0.8,11.8,0.3,59,26,33,81,86,1010.6,1013.6,5,4,19.4,16.9,0,1
14.2,18.6,2.8,4.0,0.0,41,11,20,78,52,1022.7,1022.3,5,4,14.9,17.2,1,1
14.3,24.0,0.0,5.8,11.4,43,15,26,64,46,1011.3,1009.4,5,4,19.3,22.7,0,1
13.8,18.4,11.4,4.6,3.4,39,19,11,88,50,1013.0,1013.8,5,4,14.5,18.0,1,1
19.4,28.9,0.6,5.2,7.4,63,9,24,78,63,1014.4,1008.8,5,4,23.3,27.0,0,1
19.1,22.1,0.0,10.0,1.1,65,13,22,77,73,1017.0,1018.7,5,4,21.2,20.7,0,1
15.9,21.4,12.8,2.4,0.0,22,9,11,93,94,1020.5,1018.7,5,4,17.2,17.9,1,1
19.6,28.0,0.0,8.8,7.0,74,9,9,78,57,1010.2,1007.4,5,4,22.6,26.1,0,1
17.5,22.3,2.4,4.8,0.4,31,9,17,62,63,1018.4,1015.2,5,4,20.4,21.2,1,1
17.8,21.9,4.8,4.4,0.2,41,7,22,85,75,1011.0,1008.8,5,4,19.6,21.8,1,1
14.8,18.3,38.8,7.4,0.1,48,19,24,93,86,1016.4,1019.7,5,4,15.6,17.2,1,1
15.3,18.3,14.8,3.4,0.0,43,19,24,75,76,1026.6,1025.7,5,4,17.4,17.3,1,1
15.4,20.0,7.6,2.4,0.0,52,24,15,89,89,1021.8,1020.4,5,4,18.3,18.6,1,1
18.1,26.8,22.0,3.2,5.5,59,28,30,95,73,1007.6,1003.9,5,4,19.9,24.3,1,1
20.7,31.6,0.0,7.2,2.2,54,17,22,77,41,1010.5,1009.1,5,4,23.7,30.6,0,1
15.8,21.9,1.4,9.0,8.7,57,22,22,51,41,1020.7,1020.6,5,4,17.5,20.9,1,1
15.6,21.1,0.0,7.2,3.9,63,20,28,70,72,1014.3,1015.0,5,4,19.9,16.3,0,1
11.8,19.0,4.8,7.6,4.5,41,24,17,61,69,1021.1,1019.9,5,4,15.9,16.4,1,1
12.6,19.1,5.4,2.8,0.5,30,15,17,77,58,1020.1,1017.9,5,4,15.3,17.4,1,1
12.1,22.0,2.2,4.0,3.2,35,11,24,64,71,1016.3,1014.0,5,4,17.7,19.1,1,1
18.3,25.6,0.0,3.8,6.5,37,2,13,69,89,1003.8,1002.1,5,4,23.0,20.5,0,1
17.5,19.3,12.6,4.8,0.0,46,20,19,92,77,1006.9,1006.3,5,4,17.7,18.8,1,1
18.6,22.8,0.0,7.0,1.7,46,9,24,77,75,1011.2,1008.0,5,4,20.2,21.7,0,1
19.2,22.9,0.0,4.6,2.1,20,9,13,76,77,1018.5,1017.0,5,4,20.1,19.7,0,1
20.0,26.4,0.0,8.8,1.0,43,7,20,73,66,1009.3,1003.5,5,4,22.1,25.6,0,1
18.4,23.4,0.0,9.4,0.2,39,11,13,68,60,1017.2,1015.8,5,4,20.5,22.4,0,1
17.3,22.9,29.0,11.0,1.2,56,28,24,95,67,1019.4,1019.2,5,4,17.8,21.9,1,1
17.5,24.3,18.6,3.4,9.5,39,13,26,84,70,1022.9,1022.1,5,4,20.4,23.2,1,1
21.8,24.8,0.0,4.8,3.0,31,13,2,73,82,1015.4,1015.8,5,4,22.6,22.6,0,1
20.5,23.7,0.0,7.6,0.2,35,6,7,76,84,1018.5,1016.5,5,4,21.7,21.7,0,1
20.7,24.5,7.2,2.4,0.0,35,7,13,84,91,1014.3,1013.0,5,4,23.7,22.7,1,1
20.8,26.9,29.6,7.8,3.3,26,13,15,90,68,1014.0,1013.4,5,4,22.5,26.4,1,1
22.0,27.3,0.0,6.6,6.4,50,20,28,74,62,1011.5,1008.8,5,4,23.8,26.1,0,1
25.3,28.8,0.0,11.2,2.4,44,19,28,50,68,1005.2,1008.0,5,4,27.2,24.4,0,1
18.4,21.9,8.8,5.6,0.0,48,26,28,87,66,1014.4,1013.7,5,4,18.8,21.2,1,1
18.5,20.2,5.4,2.8,0.0,39,17,17,72,82,1012.0,1010.5,5,4,20.1,18.5,1,1
16.7,21.0,49.8,1.4,0.0,35,15,9,95,83,1006.8,1004.6,5,4,17.1,20.7,1,1
20.4,24.8,0.0,8.8,7.5,59,24,37,76,63,1002.4,1002.9,5,4,22.3,23.8,0,1
19.4,24.0,2.2,5.6,0.6,39,13,28,91,63,1007.5,1007.2,5,4,19.6,23.2,1,1
18.9,25.8,0.2,2.8,8.0,43,17,26,71,60,1013.7,1012.2,5,4,22.2,24.6,0,1
19.9,25.7,3.8,5.8,4.4,46,17,24,74,63,1012.3,1009.9,5,4,22.3,24.3,1,1
19.6,25.3,2.2,6.8,7.9,46,7,11,87,81,1011.4,1010.7,5,4,20.4,18.1,1,1
16.6,25.8,3.2,4.8,8.7,31,15,19,80,60,1015.3,1013.4,5,4,19.7,25.0,1,1
19.9,27.1,0.0,6.6,9.6,39,6,24,75,66,1017.9,1014.1,5,4,23.0,25.6,0,1
19.5,28.2,15.6,12.6,8.6,33,9,19,81,60,1011.8,1010.6,5,4,22.8,27.2,1,1
23.5,33.4,0.0,7.4,4.3,31,6,20,66,44,1013.3,1011.0,5,4,26.2,31.9,0,1
20.2,22.0,2.8,4.8,0.0,52,20,15,89,92,1013.9,1012.5,5,4,20.5,21.1,1,1
20.1,29.5,27.6,1.6,2.1,67,17,17,90,58,1007.7,1001.4,5,4,21.3,29.2,1,1
18.6,20.9,16.0,4.6,0.0,65,17,20,88,83,1013.4,1015.4,5,4,19.5,19.4,1,1
18.0,22.6,16.8,2.8,0.0,48,26,17,66,81,1019.6,1018.5,5,4,20.9,19.9,1,1
18.9,27.3,2.2,2.0,7.0,41,11,24,75,65,1014.3,1009.8,5,4,22.4,26.4,1,1
17.1,23.3,0.0,6.6,7.8,54,33,22,62,60,1018.1,1015.7,5,4,19.0,21.3,0,1
15.0,21.2,109.4,4.8,2.3,54,30,15,96,71,1005.4,1005.9,5,4,15.6,20.1,1,1
20.1,28.0,0.0,7.8,10.3,43,6,15,81,69,1012.8,1009.4,5,4,22.6,25.5,0,1
18.6,20.2,41.8,7.4,0.2,50,24,22,94,88,1014.0,1015.1,5,4,18.6,19.4,1,1
17.1,23.0,2.4,3.8,7.2,57,15,28,66,64,1022.3,1022.3,5,4,19.4,21.6,1,1
17.6,24.4,12.0,6.0,5.2,43,19,22,72,57,1023.7,1022.7,5,4,21.1,23.2,1,1
19.4,22.5,0.0,5.6,0.4,31,9,6,77,84,1023.2,1020.3,5,4,20.4,20.4,0,1
20.1,24.3,0.0,8.0,0.5,44,17,15,62,72,1019.2,1013.6,5,4,22.0,23.4,0,1
10.4,20.2,0.0,6.0,6.1,54,24,31,59,55,1030.6,1029.7,5,4,15.6,19.9,0,1
15.9,25.8,0.0,4.8,7.8,35,11,20,63,58,1023.9,1021.7,5,4,19.0,23.5,0,1
17.3,21.4,23.6,5.0,0.0,56,20,9,91,85,1022.9,1020.6,5,4,18.6,19.1,1,1
17.2,21.1,48.8,3.2,0.2,54,9,35,95,81,1021.1,1018.3,5,4,17.6,20.5,1,1
17.6,19.5,0.0,1.6,0.1,33,20,15,81,85,1014.0,1011.0,5,4,19.4,19.1,0,1
15.6,25.3,1.6,1.0,7.6,74,13,41,79,47,1011.7,1009.2,5,4,18.4,19.8,1,1
9.6,17.1,0.0,4.0,2.4,37,7,7,79,93,1020.5,1018.7,5,4,12.2,13.7,0,1
9.1,18.9,0.0,2.6,9.3,41,20,26,66,52,1026.5,1025.3,5,4,12.1,17.7,0,1
11.3,18.1,21.4,3.0,2.2,30,9,17,94,69,1031.6,1030.6,5,4,12.1,16.6,1,1
12.8,16.8,0.2,0.6,0.0,24,13,6,91,94,1022.3,1018.7,5,4,14.9,15.8,0,1
14.0,15.3,27.4,1.6,0.0,24,11,15,96,94,1014.6,1010.6,5,4,14.2,15.2,1,1
9.0,16.1,0.0,4.2,4.0,76,15,33,53,64,1000.4,1000.7,5,4,12.0,12.4,0,1
10.4,16.0,19.2,2.6,5.0,72,28,28,70,79,1016.1,1017.9,5,4,14.0,13.7,1,1
6.6,18.3,0.0,2.0,9.5,31,24,4,78,44,1026.7,1024.0,5,4,8.3,17.6,0,1
8.3,14.2,2.4,0.2,0.2,30,15,6,87,87,1026.2,1023.4,5,4,10.0,13.6,1,1
9.9,16.1,76.4,4.2,0.0,41,20,15,96,96,1022.5,1020.4,5,4,11.8,13.0,1,1
11.7,19.3,49.4,2.4,5.7,50,22,24,71,66,1020.5,1018.5,5,4,16.1,17.4,1,1
10.7,15.4,8.6,1.6,1.5,30,13,11,95,91,1021.1,1019.2,5,4,12.1,14.8,1,1
11.7,13.9,0.4,1.8,0.0,26,13,9,88,91,1018.2,1014.2,5,4,12.0,13.8,0,1
8.6,13.7,8.8,2.0,0.0,37,11,15,84,87,1030.7,1029.5,5,4,12.8,12.9,1,1
9.0,18.5,0.0,1.0,4.6,26,19,9,89,66,1026.1,1020.8,5,4,10.5,16.8,0,1
7.2,16.2,0.0,3.6,6.4,41,28,26,55,43,1024.6,1025.1,3,7,9.6,15.9,0,1
8.7,14.9,4.0,2.6,4.5,44,17,24,75,72,1031.0,1030.1,5,7,10.7,13.6,1,1
9.6,16.0,19.0,1.8,5.8,44,17,22,89,52,1033.1,1031.4,4,2,11.0,15.3,1,1
8.4,18.0,0.0,1.8,2.4,44,9,22,92,67,1026.6,1021.1,7,7,10.2,17.6,0,1
5.8,17.3,0.0,2.8,9.8,35,22,19,65,38,1025.9,1024.7,1,1,8.1,16.6,0,1
8.1,14.9,5.0,2.0,1.4,52,17,22,81,54,1029.3,1028.5,8,7,13.3,14.8,1,1
